Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
1.8922337627801795,0.4574508331148698,415.5396961349874,413.64746237220726,670166,335083.0,0.8604710826593389,0.6532363053857215,0.11169992982106425,0.8032017364086753,0.4620439251763686,3.32242360038399,0.009508761101081786,18.543980697133268,6.926655934659811,5.8552397743173525,20.867832269247764,11.887022109730253,14.445131507359811,4.1486256687761625e-06,3.3150993061781264e-10,0.24796860336353377,0.00011253830784352381,0.008446450714266085
