Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
8.19486944672411,2.011776978573379,415.5396961349874,407.3448266882633,670166,335083.0,0.5972553934692681,0.652649698188282,1.4168369972799304,2.6067169598668274,5.771412211025127,10.618326682423096,3.4121816483434486e-11,29.43593508449142,17.370412105836838,8.400612319900784,27.86025408538909,34.0349793866281,14.713592568116225,0.004743758750680449,7.568563553661534e-10,0.6438699813077335,0.11536791321421624,2.3509297397694695e-08
