Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Lift Percent,Avg Treatment Amount,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value,Incremental Lift
407.1519923875915,670165,335083.0,0.6404038471227358,0.6273932292690028,1.5324952952497384,2.5876877834130183,6.239585127855413,10.535822366936408,1.9539925233402755e-14,15.627106428024574,2.0600915393313786,415.5396961349874,16.91644970498616,0.8434155249280337,11.331496012920216,24.381656725276358,2.094530538933702,0.7246720640069666,6.247838300055264e-07,0.1629065869826365,0.0006064051477709942,7.213700525809941e-09,8.38770374739591
