Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
-0.18026781988027837,-4.994323762156339,3.4291862016276564,3.609454021507935,670165,335083.0,-0.009591536003258794,0.6273925589286831,-6.680130525199855,-3.308516999112823,-0.24111623988380532,-0.11941939987675144,6.376724037693293e-09,-0.34930145926513045,-0.23933729443682772,0.025565100744384617,0.09077956297679579,-0.2602493670628881,-0.7995195432238607,0.28891090470482594,8.155643761886822e-06,4.494699163970495e-07,0.21821107139658236,1.0787148951862946e-11
