Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
-0.28695972349817656,-7.721971345580564,3.4291862016276564,3.716145925125833,670166,335083.0,-0.017191039052457224,0.6532465605217536,-9.390774086191128,-6.05316860497,-0.34897486854176424,-0.22494457845458887,0.0,-0.0985454577615157,-0.19107592003525392,0.05269107505279104,0.4411989687002512,-0.4181509228101741,-0.5999291063381691,0.3977246413755111,0.0841213666447933,6.073346270341062e-10,1.900494484341486e-05,1.0857981180834031e-13
