Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
-0.2920434310153472,-7.848035725973819,3.4291862016276564,3.7212296326430034,670166,335083.0,-0.05915202679865961,0.653211497760174,-9.541384728501596,-6.1546867234460425,-0.3550568358814755,-0.22903002614921886,0.0,-0.057115083978272904,-0.18336853687620824,0.07992281457744475,0.5202969761149101,-0.40595010183233077,-0.5954915162358837,0.2560662877831792,0.12347765708871261,7.2381212135042e-11,4.360182908502708e-06,3.9968028886505635e-15
