Incremental Lift,Lift Percent,Avg Treatment Amount,Expected Amount,Total Row Count,Treated Count,Outcome R 2,Treatment Auc,Lift Pct Ci Lower,Lift Pct Ci Upper,Lift Ci Lower,Lift Ci Upper,Lift P Value,Ate Base,Cate Existing Buyer,Cate Lapsed,Cate Young,Cate Senior,Cate High Income,Cate Existing Buyer P Value,Cate Lapsed P Value,Cate Young P Value,Cate Senior P Value,Cate High Income P Value
-0.3205025522928982,-8.547444156739434,3.4291862016276564,3.749688753920555,670166,335083.0,-0.017092651347148324,0.6526489936365778,-10.205038002791394,-6.8898503106874776,-0.38265716232398767,-0.25834794226180874,0.0,-0.17667229462741638,-0.24274548193760595,0.04192254269627585,0.3829089847483942,-0.5078705756407027,-0.6791731227815176,0.5464945540918431,0.012644671444606903,1.5352230597898142e-10,9.805197488610418e-06,1.0702549957386509e-13
